"StateCode","RatingType","ClassCodeBldg","DisplayValue","DataValue"
"CW","Specific","6850","Firearms Mfg. - Metal working","Firearms Mfg. - Metal working"
"CW","Specific","6850","Fire Extinguishers - Mfg.","Fire Extinguishers - Mfg."
"CW","Specific","6850","Galvanizing or Tinning","Galvanizing or Tinning"
"CW","Specific","6850","Heating Equipment Mfg. - Light metal working","Heating Equipment Mfg. - Light metal working"
"CW","Specific","6850","Lead Works - sheet, pipe or shot","Lead Works - sheet, pipe or shot"
"CW","Specific","6850","Machinery or Machinery Parts Mfg. - Light metalworking","Machinery or Machinery Parts Mfg. - Light metalworking"
"CW","Specific","6850","Machine Shops","Machine Shops"
"CW","Specific","6850","Medical, Dental, Hospital or Surgical Instruments Mfg. - Other metal parts","Medical, Dental, Hospital or Surgical Instruments Mfg. - Other metal parts"
"CW","Specific","6850","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Other metal parts","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Other metal parts"
"CW","Specific","6850","Metal Goods Mfg. - All other metalworking","Metal Goods Mfg. - All other metalworking"
"CW","Specific","6850","Metal Works - shop - All other metalworking","Metal Works - shop - All other metalworking"
"CW","Specific","6850","Modular Units Mfg. - metal","Modular Units Mfg. - metal"
"CW","Specific","6850","Nails or Spikes Mfg.","Nails or Spikes Mfg."
"CW","Specific","6850","Needles, Pins or Tacks Mfg.","Needles, Pins or Tacks Mfg."
"CW","Specific","6850","Pattern Mfg. - Metal","Pattern Mfg. - Metal"
"CW","Specific","6850","Photographic Equipment Mfg. - Metal parts, other","Photographic Equipment Mfg. - Metal parts, other"
"CW","Specific","6850","Pipes or Tubes Mfg. - Metal","Pipes or Tubes Mfg. - Metal"
"CW","Specific","6850","Plumbing Fixtures Mfg. - metal","Plumbing Fixtures Mfg. - metal"
"CW","Specific","6850","Plumbing Supplies Mfg. - metal","Plumbing Supplies Mfg. - metal"
"CW","Specific","6850","Prefabricated Building Mfg. - Metal","Prefabricated Building Mfg. - Metal"
"CW","Specific","6850","Pumps or Compressors Mfg.","Pumps or Compressors Mfg."
"CW","Specific","6850","Radio, Television or Sound System Mfg. - Metal parts, light","Radio, Television or Sound System Mfg. - Metal parts, light"
"CW","Specific","6850","Sewing Machines Mfg. - Metal parts","Sewing Machines Mfg. - Metal parts"
"CW","Specific","6850","Sheet Metal Work - Shop only","Sheet Metal Work - Shop only"
"CW","Specific","6850","Tank Building or Mfg. - metal - Not pressurized","Tank Building or Mfg. - metal - Not pressurized"
"CW","Specific","6850","Tool Mfg. - Other","Tool Mfg. - Other"
"CW","Specific","6850","Valves Mfg. - Metal parts","Valves Mfg. - Metal parts"
"CW","Specific","6850","Welding shops","Welding shops"
"CW","Specific","6850","Wheel Mfg.","Wheel Mfg."
"CW","Specific","6850","Wire Rope or Cable Mfg. - metal","Wire Rope or Cable Mfg. - metal"
"CW","Specific","6900","Air Conditioning Equipment Mfg. - Precision parts","Air Conditioning Equipment Mfg. - Precision parts"
"CW","Specific","6900","Aircraft or Aircraft Parts Mfg. - Precision parts","Aircraft or Aircraft Parts Mfg. - Precision parts"
"CW","Specific","6900","Alarm Mfg. - Burglar, fire or smoke - Precision metal parts","Alarm Mfg. - Burglar, fire or smoke - Precision metal parts"
"CW","Specific","6900","Bearing Mfg.","Bearing Mfg."
"CW","Specific","6900","Communication or Recording Systems or Equipment Mfg. - Electronic components","Communication or Recording Systems or Equipment Mfg. - Electronic components"
"CW","Specific","6900","Computer - Mfg.","Computer - Mfg."
"CW","Specific","6900","Computer - Software Mfg. - pre-packaged","Computer - Software Mfg. - pre-packaged"
"CW","Specific","6900","Electrical Power Distribution or Transmission Equipment Mfg. - Electronic components","Electrical Power Distribution or Transmission Equipment Mfg. - Electronic components"
"CW","Specific","6900","Electronic Components Mfg.","Electronic Components Mfg."
"CW","Specific","6900","Electronic Games Mfg. - Electronic components","Electronic Games Mfg. - Electronic components"
"CW","Specific","6900","Instrument Mfg. (precision products)","Instrument Mfg. (precision products)"
"CW","Specific","6900","Jewelry Mfg.","Jewelry Mfg."
"CW","Specific","6900","Machinery or Machinery Parts Mfg. - Precision products","Machinery or Machinery Parts Mfg. - Precision products"
"CW","Specific","6900","Medical, Dental, Hospital or Surgical Instruments Mfg. - Precision metal parts","Medical, Dental, Hospital or Surgical Instruments Mfg. - Precision metal parts"
"CW","Specific","6900","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Precision metal parts","Medical, Dental or Surgical Diagnostic or Treatment Machines or Devices Mfg. - Precision metal parts"
"CW","Specific","6900","Metal Foil Mfg.","Metal Foil Mfg."
"CW","Specific","6900","Metal Goods Mfg. - Precision products","Metal Goods Mfg. - Precision products"
"CW","Specific","6900","Metal Works - shop - Precision products","Metal Works - shop - Precision products"
"CW","Specific","6900","Musical Instrument - Mfg.","Musical Instrument - Mfg."
"CW","Specific","6900","Office Machines Mfg.","Office Machines Mfg."
"CW","Specific","6900","Photographic Equipment Mfg. - Metal parts, precision","Photographic Equipment Mfg. - Metal parts, precision"
"CW","Specific","6900","Precision Metal Products Mfg. - including highly polished metal sheets, cameras, photographic equipment, electrical parts and eq","Precision Metal Products Mfg. - including highly polished metal sheets, cameras, photographic equipment, electrical parts and eq"
"CW","Specific","6900","Radio, Television or Sound System Mfg. - Electronic components","Radio, Television or Sound System Mfg. - Electronic components"
"CW","Specific","6900","Razor or Razor Blades Mfg.","Razor or Razor Blades Mfg."
"CW","Specific","6900","Sewing Machines Mfg. - Precision parts","Sewing Machines Mfg. - Precision parts"
"CW","Specific","6900","Silverware Mfg.","Silverware Mfg."
"CW","Specific","6900","Steel Wool or Wire Wool Mfg.","Steel Wool or Wire Wool Mfg."
"CW","Specific","6900","Telecommunication Equipment Mfg.","Telecommunication Equipment Mfg."
"CW","Specific","6900","Tool Mfg. - Precision parts","Tool Mfg. - Precision parts"
"CW","Specific","6900","Valves Mfg. - Precision parts","Valves Mfg. - Precision parts"
"CW","Specific","6900","Vending Machines - Mfg.","Vending Machines - Mfg."
"CW","Specific","6900","Watch Mfg.","Watch Mfg."
"CW","Specific","7300","Electric Traction Properties","Electric Traction Properties"
"CW","Specific","7350","Electric Generating Stations - Public Utilities","Electric Generating Stations - Public Utilities"
"CW","Specific","7409","Gas Companies","Gas Companies"
"CW","Specific","7409","Oil or Natural Gas Lease Operations","Oil or Natural Gas Lease Operations"
"CW","Specific","7409","Pipelines - operation","Pipelines - operation"
"CW","Specific","7500","Railroads - scheduled railroad property","Railroads - scheduled railroad property"
"CW","Specific","7600","Oil Refineries","Oil Refineries"
"CW","Specific","7700","Petrochemical Plants","Petrochemical Plants"
"CW","Tentative","0074","Boarding and Lodging Houses, Rooming Houses, Fraternities and Sororities, Dormitories - Up to 10 Units","Boarding and Lodging Houses, Rooming Houses, Fraternities and Sororities, Dormitories - Up to 10 Units"
"CW","Tentative","0075","Boarding and Lodging Houses, Rooming Houses, Fraternities and Sororities, Dormitories - 11 to 30 Units","Boarding and Lodging Houses, Rooming Houses, Fraternities and Sororities, Dormitories - 11 to 30 Units"
"CW","Tentative","0076","Boarding and Lodging Houses, Rooming Houses, Fraternities and Sororities, Dormitories - Over 30 Units","Boarding and Lodging Houses, Rooming Houses, Fraternities and Sororities, Dormitories - Over 30 Units"
"CW","Tentative","0077","Convents or Monasteries - Up to 10 units","Convents or Monasteries - Up to 10 units"
"CW","Tentative","0078","Convents or Monasteries - 11 to 30 units","Convents or Monasteries - 11 to 30 units"
"CW","Tentative","0079","Convents or Monasteries - Over 30 units","Convents or Monasteries - Over 30 units"
"CW","Tentative","0300","Large Area Housing Developments (Special Rating Treatment)","Large Area Housing Developments (Special Rating Treatment)"
"CW","Tentative","0311","Apartments without Mercantile Occupancies - Up to 10 Units","Apartments without Mercantile Occupancies - Up to 10 Units"
"CW","Tentative","0312","Apartments without Mercantile Occupancies - 11 to 30 Units","Apartments without Mercantile Occupancies - 11 to 30 Units"
"CW","Tentative","0313","Apartments without Mercantile Occupancies - Over 30 Units","Apartments without Mercantile Occupancies - Over 30 Units"
"CW","Tentative","0321","Apartments with Mercantile Occupancies - Up to 10 Units","Apartments with Mercantile Occupancies - Up to 10 Units"
"CW","Tentative","0322","Apartments with Mercantile Occupancies - 11 to 30 Units","Apartments with Mercantile Occupancies - 11 to 30 Units"
"CW","Tentative","0323","Apartments with Mercantile Occupancies - Over 30 Units","Apartments with Mercantile Occupancies - Over 30 Units"
"CW","Tentative","0331","Condominiums - residential (association risk only) - without mercantile occupancies - Up to 10 units","Condominiums - residential (association risk only) - without mercantile occupancies - Up to 10 units"
"CW","Tentative","0332","Condominiums - residential (association risk only) - without mercantile occupancies - 11 to 30 units","Condominiums - residential (association risk only) - without mercantile occupancies - 11 to 30 units"
"CW","Tentative","0333","Condominiums - residential (association risk only) - without mercantile occupancies - Over 30 units","Condominiums - residential (association risk only) - without mercantile occupancies - Over 30 units"
"CW","Tentative","0341","Condominiums - residential (association risk only) - with mercantile occupancies - Up to 10 units","Condominiums - residential (association risk only) - with mercantile occupancies - Up to 10 units"
"CW","Tentative","0342","Condominiums - residential (association risk only) - with mercantile occupancies - 11 to 30 units","Condominiums - residential (association risk only) - with mercantile occupancies - 11 to 30 units"
"CW","Tentative","0343","Condominiums - residential (association risk only) - with mercantile occupancies - Over 30 units","Condominiums - residential (association risk only) - with mercantile occupancies - Over 30 units"
"CW","Tentative","0431","Mercantile - Sole occupant - Other Than Food Risks - Large area (over 15,000 sq. ft.) - Not class rated","Mercantile - Sole occupant - Other Than Food Risks - Large area (over 15,000 sq. ft.) - Not class rated"
"CW","Tentative","0432","Food Products - Sales, Storage and Distributors - Sole occupant and over 15,000 sq. ft.","Food Products - Sales, Storage and Distributors - Sole occupant and over 15,000 sq. ft."
"CW","Tentative","0432","Mercantile - Sole occupant - Food Products - Large area (over 15,000 sq. ft.) - Not class rated","Mercantile - Sole occupant - Food Products - Large area (over 15,000 sq. ft.) - Not class rated"
"CW","Tentative","0433","Mercantile - Multiple occupancy - Large area (over 15,000 sq. ft.) - Not class rated","Mercantile - Multiple occupancy - Large area (over 15,000 sq. ft.) - Not class rated"
"CW","Tentative","0434","Mercantile - Multiple occupancy - Not large area (15,000 sq. ft. or less) - Not class rated","Mercantile - Multiple occupancy - Not large area (15,000 sq. ft. or less) - Not class rated"
"CW","Tentative","0511","Hide Dealers and Distributors - raw","Hide Dealers and Distributors - raw"
"CW","Tentative","0511","Marble Products - Sales or storage","Marble Products - Sales or storage"
"CW","Tentative","0511","Mercantile NOC - Sole occupant - Risks having low susceptibility personal property - Not large area (15,000 sq. ft. or less)","Mercantile NOC - Sole occupant - Risks having low susceptibility personal property - Not large area (15,000 sq. ft. or less)"
"CW","Tentative","0511","Metal Dealers or Distributors - Ingots, pigs, pipe, bars, rail, rods, plates, sheets, and uninsulated wire","Metal Dealers or Distributors - Ingots, pigs, pipe, bars, rail, rods, plates, sheets, and uninsulated wire"
"CW","Tentative","0511","Monuments, Tombstones and Statuary - Sales and/or storage","Monuments, Tombstones and Statuary - Sales and/or storage"
"CW","Tentative","0511","Rubber - sales and/or storage - Crude rubber, heavy industrial goods and belts","Rubber - sales and/or storage - Crude rubber, heavy industrial goods and belts"
"CW","Tentative","0511","Trailer Dealers - sales","Trailer Dealers - sales"
"CW","Tentative","0512","Automobile Parts and Supplies Distributors or Stores","Automobile Parts and Supplies Distributors or Stores"
"CW","Tentative","0512","Automobile Repair or Service Shops - Seat cover padding and trim work or top repair exclusively","Automobile Repair or Service Shops - Seat cover padding and trim work or top repair exclusively"
"CW","Tentative","0512","Rubber - sales and/or storage - Rubber tires","Rubber - sales and/or storage - Rubber tires"
"CW","Tentative","0512","Tire Dealers - Sales or storage","Tire Dealers - Sales or storage"
"CW","Tentative","0520","Carpet or Rug - Sales","Carpet or Rug - Sales"
"CW","Tentative","0520","Clothing Mfg. - Stores","Clothing Mfg. - Stores"
"CW","Tentative","0520","Cotton or Wool Merchants - Cotton cloth","Cotton or Wool Merchants - Cotton cloth"
"CW","Tentative","0520","Fabric - Distributors","Fabric - Distributors"
"CW","Tentative","0520","Fabric - Stores","Fabric - Stores"
"CW","Tentative","0520","Floor Covering Stores - Carpets","Floor Covering Stores - Carpets"
"CW","Tentative","0520","Formal Wear or Costumes - rental agencies","Formal Wear or Costumes - rental agencies"
"CW","Tentative","0520","Fur Distributors - garments and pelts","Fur Distributors - garments and pelts"
"CW","Tentative","0520","Laundry and Dry Cleaning or Dyeing Receiving Stations - No pressing","Laundry and Dry Cleaning or Dyeing Receiving Stations - No pressing"
"CW","Tentative","0520","Shoe Stores - No repair","Shoe Stores - No repair"
"CW","Tentative","0520","Tailor Merchants; Tailoring or Dressmaking Establishments - custom - With 10 employees or less engaged in custom alterations or","Tailor Merchants; Tailoring or Dressmaking Establishments - custom - With 10 employees or less engaged in custom alterations or"
"CW","Tentative","0531","Beverage Distributors - Alcoholic beverages including beer; or beer primarily","Beverage Distributors - Alcoholic beverages including beer; or beer primarily"
"CW","Tentative","0531","Beverage Stores - Alcoholic beverages other than beer","Beverage Stores - Alcoholic beverages other than beer"
"CW","Tentative","0531","Beverage Stores - Beer is principal stock","Beverage Stores - Beer is principal stock"
"CW","Tentative","0532","Bakeries - No baking on premises - sales only","Bakeries - No baking on premises - sales only"
"CW","Tentative","0532","Beverage Distributors - Nonalcoholic beverages (and beer if not primary)","Beverage Distributors - Nonalcoholic beverages (and beer if not primary)"
"CW","Tentative","0532","Beverage Stores - Nonalcoholic beverages (and beer if not principal stock)","Beverage Stores - Nonalcoholic beverages (and beer if not principal stock)"
"CW","Tentative","0532","Candy or Confectionery Products - Stores","Candy or Confectionery Products - Stores"
"CW","Tentative","0532","Convenience Food Stores","Convenience Food Stores"
"CW","Tentative","0532","Dairy Products or Butter and Egg Stores","Dairy Products or Butter and Egg Stores"
