"StateCode","CauseOfLossBusnIncome","TypeOfRisk","EQCovIndicatorBusnIncome","AgreedValueBusnIncome","ExtendedPeriodApplies","DisplayValue","DataValue"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","70%","70%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","80%","80%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","90%","90%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","100%","100%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","125%","125%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","No","Yes","125%","125%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Combined Manufacturing and Rental Operations","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","50%","50%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","60%","60%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","70%","70%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","80%","80%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","90%","90%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","100%","100%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","No","Yes","125%","125%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Combined Mercantile and Rental Operations","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","50%","50%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","60%","60%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","70%","70%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","80%","80%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","90%","90%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","100%","100%"
"CW","Broad","Educational Institutions","No Coverage","No","Yes","125%","125%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Educational Institutions","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","50%","50%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","60%","60%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","70%","70%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","80%","80%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","90%","90%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","100%","100%"
"CW","Broad","Manufacturing","No Coverage","No","Yes","125%","125%"
"CW","Broad","Manufacturing","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Manufacturing","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","50%","50%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","60%","60%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","70%","70%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","80%","80%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","90%","90%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","100%","100%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","No","Yes","125%","125%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Mercantile and Non-manufacturing","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Mining","No Coverage","No","Yes","50%","50%"
"CW","Broad","Mining","No Coverage","No","Yes","60%","60%"
"CW","Broad","Mining","No Coverage","No","Yes","70%","70%"
"CW","Broad","Mining","No Coverage","No","Yes","80%","80%"
"CW","Broad","Mining","No Coverage","No","Yes","90%","90%"
"CW","Broad","Mining","No Coverage","No","Yes","100%","100%"
"CW","Broad","Mining","No Coverage","No","Yes","125%","125%"
"CW","Broad","Mining","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Mining","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Mining","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Mining","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Mining","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Mining","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Mining","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Not Applicable","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Rental Properties","No Coverage","No","Yes","50%","50%"
"CW","Broad","Rental Properties","No Coverage","No","Yes","60%","60%"
"CW","Broad","Rental Properties","No Coverage","No","Yes","70%","70%"
"CW","Broad","Rental Properties","No Coverage","No","Yes","80%","80%"
"CW","Broad","Rental Properties","No Coverage","No","Yes","90%","90%"
"CW","Broad","Rental Properties","No Coverage","No","Yes","100%","100%"
"CW","Broad","Rental Properties","No Coverage","No","Yes","125%","125%"
"CW","Broad","Rental Properties","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","50%","50%"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","60%","60%"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","70%","70%"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","80%","80%"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","90%","90%"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","100%","100%"
"CW","Broad","Rental Properties","No Coverage","Yes","Yes","125%","125%"
"CW","Broad","Seasonal Leases with Monthly Limit","No Coverage","No","Yes","100%","100%"
"CW","Broad","Seasonal Leases with Monthly Limit","No Coverage","Not Applicable","Yes","100%","100%"
"CW","Broad","Seasonal Leases with Monthly Limit","No Coverage","Yes","Yes","100%","100%"
"CW","Not Applicable","Not Applicable","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","50%","50%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","60%","60%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","70%","70%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","80%","80%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","90%","90%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","100%","100%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","No","Yes","125%","125%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","50%","50%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","60%","60%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","70%","70%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","80%","80%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","90%","90%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","100%","100%"
"CW","Special","Combined Educational Institutes and Rental Operations","No Coverage","Yes","Yes","125%","125%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","50%","50%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","60%","60%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","70%","70%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","80%","80%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","90%","90%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","100%","100%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","No","Yes","125%","125%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","50%","50%"
"CW","Special","Combined Manufacturing and Mercantile Operations","No Coverage","Yes","Yes","60%","60%"
